id,type,trait_count,trait1,trait2,trait3,trait4,trait5,trait6,trait7,trait8,trait9,trait10,trait11,trait12,Rarity,TimesSold,LastPrice,TimeInDays
4678,Ape,3,Chestplate,Belt,X-Ray,,,,,,,,,,7728,1.0,5999.0,9.0
4679,Dog,3,Belt,Covered Helmet,Eye Patch,,,,,,,,,,7890,1.0,710.0,270.0
4680,Robot,5,Star Suit,Chestplate,Belt,Covered Helmet,Anchor,,,,,,,,3387,1.0,4239.0,243.0
4681,Rhino,5,Chestplate,Belt,Covered Helmet,Wool Boots,Hockey Stick,,,,,,,,391,,,
4682,Ape,4,Camo Suit,Chestplate,Belt,Arc,,,,,,,,,4135,,,
4683,Alien,5,Chestplate,Belt,Backpack,Sun Glasses,Watch,,,,,,,,2695,,,
4684,Frog,5,Camo Suit,Chestplate,Belt,Backpack,VR,,,,,,,,2126,,,
4685,Ape,1,,,,,,,,,,,,,46,,,
4686,Frog,4,Chestplate,Watch,Cardano,Axe,,,,,,,,,1475,,,
4687,Alien,2,Belt,Covered Helmet,,,,,,,,,,,8723,2.0,6199.0,54.0
4688,Tiger,4,Special Background,Chestplate,Belt,Axe,,,,,,,,,3908,,,
4689,Rhino,4,Chestplate,Belt,Backpack,Covered Helmet,,,,,,,,,460,,,
4690,Dog,6,Camo Suit,Chestplate,Belt,Backpack,Covered Helmet,Anchor,,,,,,,952,,,
4691,Cat,4,Camo Suit,Chestplate,Belt,Covered Helmet,,,,,,,,,9487,,,
4692,Tiger,3,Chestplate,Belt,Covered Helmet,,,,,,,,,,9350,1.0,5777.0,31.0
4693,Dino,3,Camo Suit,Chestplate,Belt,,,,,,,,,,12,,,
4694,Robot,3,Chestplate,Belt,Covered Helmet,,,,,,,,,,9719,,,
4695,Arcane,2,Chestplate,Belt,,,,,,,,,,,7025,,,
4696,Arcane,3,Belt,Covered Helmet,VR,,,,,,,,,,5903,,,
4697,Alien,4,Star Suit,Chestplate,Belt,X-Ray,,,,,,,,,6866,1.0,3899.0,214.0
4698,Wolf,5,Special Background,Camo Suit,Chestplate,Belt,Blaster,,,,,,,,335,,,
4699,Tiger,2,Chestplate,Belt,,,,,,,,,,,8281,,,
4700,Robot,3,Chestplate,Belt,Pistol,,,,,,,,,,6555,1.0,5995.0,211.0
4701,Cat,2,Belt,Covered Helmet,,,,,,,,,,,9014,6.0,5950.0,30.0
4702,Frog,2,Chestplate,Belt,,,,,,,,,,,6242,1.0,5300.0,235.0
4703,Ape,4,Chestplate,Belt,Covered Helmet,Candle,,,,,,,,,3232,,,
4704,Lion,2,Chestplate,Covered Helmet,,,,,,,,,,,6433,,,
4705,Alien,1,Pistol,,,,,,,,,,,,1354,,,
4706,Alien,3,Chestplate,Covered Helmet,Jo-Jo,,,,,,,,,,4256,,,
4707,Dog,4,Chestplate,Belt,VR,Arc,,,,,,,,,3169,2.0,7369.0,50.0
4708,Dog,6,Chestplate,Belt,Backpack,Covered Helmet,Snorkel,Revolver,,,,,,,993,,,
4709,Cat,7,Special Background,Camo Suit,Chestplate,Amulet,Belt,Jetpack,Hockey Stick,,,,,,159,,,
4710,Dog,3,Chestplate,Covered Helmet,Candle,,,,,,,,,,3391,,,
4711,Bear,3,Chestplate,Belt,VR,,,,,,,,,,7246,,,
4712,Alien,6,Chestplate,Belt,Covered Helmet,Eye Patch,Watch,Wine,,,,,,,868,,,
4713,Alien,2,Covered Helmet,Revolver,,,,,,,,,,,5729,1.0,650.0,278.0
4714,Alien,6,Camo Suit,Chestplate,Belt,Backpack,Covered Helmet,Ski Goggles,,,,,,,1438,,,
4715,Alien,2,Chestplate,Belt,,,,,,,,,,,8816,2.0,4100.0,171.0
4716,Arcane,4,Star Suit,Chestplate,Belt,Revolver,,,,,,,,,4888,,,
4717,Cat,4,Chestplate,Belt,Covered Helmet,Eye Patch,,,,,,,,,7706,,,
4718,Fish,2,Chestplate,Wool Boots,,,,,,,,,,,386,,,
4719,Frog,5,Star Suit,Chestplate,Belt,Covered Helmet,Lamp Fish,,,,,,,,1515,,,
4720,Dog,4,Chestplate,Belt,Covered Helmet,Blaster,,,,,,,,,3722,2.0,7975.0,210.0
4721,Tiger,6,Special Background,Chestplate,Amulet,Belt,VR,Revolver,,,,,,,972,,,
4722,Robot,4,Chestplate,Belt,Covered Helmet,Wool Boots,,,,,,,,,8446,,,
4723,Shark,1,,,,,,,,,,,,,32,,,
4724,Tiger,5,Chestplate,Belt,Covered Helmet,Sword,Wine,,,,,,,,1795,1.0,8500.0,36.0
4725,Arcane,4,Star Suit,Chestplate,Belt,Wool Boots,,,,,,,,,6195,,,
4726,Bear,4,Special Background,Chestplate,Belt,Ski Goggles,,,,,,,,,5149,,,
4727,Cat,5,Chestplate,Belt,Covered Helmet,X-Ray,Sword,,,,,,,,3924,,,
4728,Alien,4,Star Suit,Belt,Covered Helmet,Candle,,,,,,,,,2939,,,
4729,Alien,3,Belt,X-Ray,Arc,,,,,,,,,,2912,,,
4730,Alien,2,Chestplate,Belt,,,,,,,,,,,8816,1.0,5900.0,99.0
4731,Robot,4,Chestplate,Belt,Backpack,Covered Helmet,,,,,,,,,6032,2.0,3850.0,153.0
4732,Frog,5,Special Background,Amulet,Belt,VR,Sword,,,,,,,,1403,,,
4733,Tiger,6,Special Background,Star Suit,Chestplate,Belt,X-Ray,Watch,,,,,,,1424,,,
4734,Lion,3,Chestplate,Belt,Snorkel,,,,,,,,,,5331,1.0,850.0,272.0
4735,Dog,1,Covered Helmet,,,,,,,,,,,,2656,,,
4736,Ape,3,Belt,Eye Patch,Anchor,,,,,,,,,,3108,,,
4737,Arcane,5,Chestplate,Belt,Covered Helmet,VR,Candle,,,,,,,,1178,,,
4738,Lion,5,Chestplate,Belt,Covered Helmet,Harpoon,Axe,,,,,,,,1253,,,
4739,Dog,4,Chestplate,Belt,Covered Helmet,Revolver,,,,,,,,,7330,,,
4740,Dog,5,Chestplate,Belt,Covered Helmet,X-Ray,Flowers,,,,,,,,3277,,,
4741,Ape,2,Belt,Covered Helmet,,,,,,,,,,,8788,,,
4742,Wolf,4,Camo Suit,Chestplate,Belt,Covered Helmet,,,,,,,,,539,,,
4743,Bear,5,Camo Suit,Chestplate,Belt,Covered Helmet,Cardano,,,,,,,,4283,,,
4744,Dog,3,Belt,Covered Helmet,VR,,,,,,,,,,8212,,,
4745,Frog,6,Star Suit,Chestplate,Amulet,Belt,Umbrella,Covered Helmet,,,,,,,1099,,,
4746,Ape,6,Star Suit,Chestplate,Belt,Umbrella,Covered Helmet,Wool Boots,,,,,,,1864,,,
4747,Tiger,3,Chestplate,Belt,Sun Glasses,,,,,,,,,,6741,,,
4748,Lion,4,Special Background,Belt,Covered Helmet,VR,,,,,,,,,4237,,,
4749,Ape,2,Star Suit,Belt,,,,,,,,,,,8423,1.0,3250.0,221.0
4750,Tiger,3,Belt,Revolver,Cardano,,,,,,,,,,3664,,,
4751,Alien,2,Belt,Covered Helmet,,,,,,,,,,,8723,1.0,3696.0,258.0
4752,Arcane,5,Belt,Covered Helmet,X-Ray,Watch,Baguette,,,,,,,,935,1.0,8900.0,12.0
4753,Parrot,2,Wool Boots,Wine,,,,,,,,,,,1787,,,
4754,Cat,3,Chestplate,Belt,Covered Helmet,,,,,,,,,,9939,,,
4755,Tiger,3,Camo Suit,Belt,Covered Helmet,,,,,,,,,,8864,,,
4756,Bear,3,Chestplate,Belt,Wine,,,,,,,,,,3857,,,
4757,Ape,6,Chestplate,Amulet,Belt,Covered Helmet,X-Ray,Candle,,,,,,,674,,,
4758,Parrot,3,Special Background,Chestplate,Belt,,,,,,,,,,6129,,,
4759,Parrot,1,Covered Helmet,,,,,,,,,,,,1621,1.0,8000.0,213.0
4760,Ape,5,Camo Suit,Chestplate,Belt,Covered Helmet,Sword,,,,,,,,5507,1.0,2000.0,260.0
4761,Cat,4,Belt,Covered Helmet,Snorkel,Cardano,,,,,,,,,4238,,,
4762,Tiger,3,Star Suit,Belt,Sword,,,,,,,,,,6103,,,
4763,Robot,4,Chestplate,Belt,Covered Helmet,VR,,,,,,,,,7597,2.0,3500.0,240.0
4764,Robot,4,Chestplate,Belt,X-Ray,Sword,,,,,,,,,4511,,,
4765,Parrot,4,Camo Suit,Chestplate,Belt,Jetpack,,,,,,,,,4304,1.0,5000.0,130.0
4766,Ape,3,Chestplate,Belt,Bazooka,,,,,,,,,,5077,,,
4767,Bear,2,Belt,Covered Helmet,,,,,,,,,,,8116,1.0,4995.0,243.0
4768,Frog,4,Covered Helmet,Watch,Wool Boots,Binoculars,,,,,,,,,1122,,,
4769,Cat,5,Chestplate,Belt,Jetpack,Covered Helmet,Sun Glasses,,,,,,,,3555,,,
4770,Lion,5,Amulet,Belt,Covered Helmet,Watch,Blaster,,,,,,,,1124,,,
4771,Bear,2,Chestplate,Belt,,,,,,,,,,,8152,2.0,9888.0,121.0
4772,Arcane,4,Chestplate,Belt,Eye Patch,Wool Boots,,,,,,,,,4426,,,
4773,Parrot,3,Chestplate,Belt,Wool Boots,,,,,,,,,,6540,,,
4774,Cat,5,Star Suit,Chestplate,Belt,Covered Helmet,Candle,,,,,,,,2387,,,
4775,Bear,3,Chestplate,Belt,Eye Patch,,,,,,,,,,6762,,,
4776,Shark,2,Belt,Candle,,,,,,,,,,,619,1.0,22222.0,167.0
4777,Dog,4,Star Suit,Chestplate,Belt,Umbrella,,,,,,,,,6211,1.0,7000.0,33.0
4778,Tiger,5,Chestplate,Amulet,Belt,Covered Helmet,Baguette,,,,,,,,1630,1.0,4799.0,117.0
4779,Dog,1,,,,,,,,,,,,,51,1.0,56666.0,93.0
4780,Cat,3,Camo Suit,Chestplate,Belt,,,,,,,,,,9679,,,
4781,Parrot,4,Star Suit,Chestplate,Belt,Covered Helmet,,,,,,,,,7162,,,
4782,Tiger,7,Camo Suit,Chestplate,Amulet,Belt,Snorkel,Flag,Watch,,,,,,183,,,
4783,Bear,3,Camo Suit,Chestplate,Belt,,,,,,,,,,8749,,,
4784,Tiger,3,Chestplate,Belt,Covered Helmet,,,,,,,,,,9350,4.0,6399.0,51.0
4785,Bear,5,Camo Suit,Chestplate,Belt,Jetpack,Eye Patch,,,,,,,,2878,2.0,7450.0,18.0
4786,Frog,4,Star Suit,Belt,Covered Helmet,Watch,,,,,,,,,5657,1.0,6000.0,10.0
4787,Tiger,2,Chestplate,Belt,,,,,,,,,,,8281,3.0,6666.0,78.0
4788,Cat,2,Chestplate,Belt,,,,,,,,,,,9119,1.0,5850.0,29.0
4789,Dog,4,Camo Suit,Chestplate,Belt,Covered Helmet,,,,,,,,,9448,,,
4790,Dog,3,Chestplate,Belt,Covered Helmet,,,,,,,,,,9866,,,
4791,Tiger,3,Chestplate,Belt,Jetpack,,,,,,,,,,6183,,,
4792,Tiger,2,Chestplate,Flag,,,,,,,,,,,4966,,,
4793,Rhino,2,Chestplate,Belt,,,,,,,,,,,527,,,
4794,Frog,2,Chestplate,Belt,,,,,,,,,,,6242,1.0,5010.0,192.0
4795,Ape,5,Special Background,Belt,Jetpack,Covered Helmet,Anchor,,,,,,,,1506,,,
4796,Dog,1,Belt,,,,,,,,,,,,2731,,,
4797,Fish,1,Chestplate,,,,,,,,,,,,303,,,
4798,Robot,6,Chestplate,Belt,Covered Helmet,Sun Glasses,Revolver,Harpoon,,,,,,,763,,,
4799,Arcane,4,Camo Suit,Chestplate,Belt,Wool Boots,,,,,,,,,6192,,,
4800,Dog,1,Harpoon,,,,,,,,,,,,1142,1.0,14999.0,202.0
4801,Rhino,2,Chestplate,Covered Helmet,,,,,,,,,,,521,,,
4802,Cat,4,Chestplate,Belt,Covered Helmet,Harpoon,,,,,,,,,5429,,,
4803,Tiger,5,Star Suit,Belt,Umbrella,Covered Helmet,Blaster,,,,,,,,1196,,,
4804,Rhino,4,Star Suit,Chestplate,Belt,Anchor,,,,,,,,,426,,,
4805,Ape,1,Belt,,,,,,,,,,,,2622,1.0,6000.0,115.0
4806,Dog,3,Chestplate,Belt,Baguette,,,,,,,,,,3509,,,
4807,Parrot,3,Camo Suit,Belt,Sword,,,,,,,,,,4807,,,
4808,Robot,5,Star Suit,Chestplate,Belt,Covered Helmet,Candle,,,,,,,,2167,,,
4809,Alien,5,Camo Suit,Chestplate,Belt,Backpack,Sword,,,,,,,,3171,1.0,4995.0,249.0
4810,Elephant,4,Special Background,Chestplate,Belt,Wool Boots,,,,,,,,,238,,,
4811,Lion,4,Star Suit,Chestplate,Belt,Cardano,,,,,,,,,4168,,,
4812,Tiger,3,Chestplate,Wool Boots,Revolver,,,,,,,,,,5235,,,
4813,Cat,1,Belt,,,,,,,,,,,,2747,,,
4814,Bear,4,Star Suit,Chestplate,Belt,Covered Helmet,,,,,,,,,8573,,,
4815,Arcane,2,Belt,Covered Helmet,,,,,,,,,,,6930,5.0,6850.0,62.0
4816,Lion,5,Chestplate,Belt,Covered Helmet,VR,Cardano,,,,,,,,2410,,,
4817,Lion,4,Special Background,Star Suit,Belt,Covered Helmet,,,,,,,,,5505,2.0,5199.0,241.0
4818,Robot,3,Belt,Sun Glasses,Arc,,,,,,,,,,2684,,,
4819,Parrot,1,Belt,,,,,,,,,,,,1656,1.0,7000.0,6.0
4820,Robot,5,Star Suit,Chestplate,Belt,Eye Patch,Watch,,,,,,,,4469,,,
4821,Tiger,3,Chestplate,Belt,Covered Helmet,,,,,,,,,,9350,2.0,5875.0,42.0
4822,Arcane,5,Chestplate,Belt,Covered Helmet,Sword,Watch,,,,,,,,3596,1.0,4600.0,139.0
4823,Arcane,5,Camo Suit,Chestplate,Belt,Covered Helmet,Flowers,,,,,,,,3434,,,
4824,Ape,2,Chestplate,Belt,,,,,,,,,,,8884,1.0,3596.0,179.0
4825,Bear,2,Belt,Backpack,,,,,,,,,,,4934,,,
4826,Cat,3,Chestplate,Belt,Jetpack,,,,,,,,,,7294,,,
4827,Dog,2,Chestplate,Belt,,,,,,,,,,,9060,,,
4828,Arcane,5,Chestplate,Belt,Backpack,Covered Helmet,Blaster,,,,,,,,1097,,,
4829,Alien,2,Belt,Jetpack,,,,,,,,,,,5567,1.0,3950.0,131.0
4830,Frog,5,Star Suit,Belt,Covered Helmet,VR,Watch,,,,,,,,3239,1.0,3999.0,232.0
4831,Bear,1,Belt,,,,,,,,,,,,2176,,,
4832,Tiger,3,Chestplate,Sun Glasses,Hockey Stick,,,,,,,,,,2993,,,
4833,Robot,5,Chestplate,Amulet,Covered Helmet,Sun Glasses,Wool Boots,,,,,,,,3402,,,
4834,Ape,4,Chestplate,Belt,Covered Helmet,Arc,,,,,,,,,4516,,,
4835,Bear,5,Camo Suit,Chestplate,Belt,Flag,Watch,,,,,,,,3533,,,
4836,Alien,4,Chestplate,Belt,Covered Helmet,Wool Boots,,,,,,,,,8647,1.0,4995.0,212.0
4837,Arcane,2,Belt,Revolver,,,,,,,,,,,4398,,,
4838,Dog,6,Camo Suit,Chestplate,Belt,Umbrella,Covered Helmet,Sun Glasses,,,,,,,1420,,,
4839,Robot,4,Chestplate,Belt,Covered Helmet,Harpoon,,,,,,,,,5138,,,
4840,Alien,6,Special Background,Chestplate,Belt,Covered Helmet,VR,Cardano,,,,,,,1272,,,
4841,Tiger,4,Chestplate,Belt,Flag,Sword,,,,,,,,,3726,1.0,4841.0,237.0
4842,Frog,2,Belt,Bazooka,,,,,,,,,,,2608,,,
4843,Alien,4,Chestplate,Belt,Covered Helmet,X-Ray,,,,,,,,,7405,,,
4844,Dog,4,Camo Suit,Chestplate,Belt,Wool Boots,,,,,,,,,8438,,,
4845,Alien,2,Chestplate,Belt,,,,,,,,,,,8816,6.0,6250.0,51.0
4846,Robot,4,Star Suit,Belt,Covered Helmet,Snorkel,,,,,,,,,6529,,,
4847,Bear,4,Chestplate,Belt,Wool Boots,Harpoon,,,,,,,,,3787,,,
4848,Arcane,3,Belt,Watch,Wine,,,,,,,,,,2547,,,
4849,Cat,3,Chestplate,Belt,Covered Helmet,,,,,,,,,,9939,,,
4850,Bear,4,Star Suit,Chestplate,Belt,Wool Boots,,,,,,,,,7483,,,
4851,Robot,4,Chestplate,Covered Helmet,Sword,Pistol,,,,,,,,,3910,,,
4852,Bear,6,Star Suit,Chestplate,Belt,Umbrella,Covered Helmet,Cardano,,,,,,,1082,,,
4853,Tiger,5,Chestplate,Belt,Covered Helmet,X-Ray,Binoculars,,,,,,,,1217,,,
4854,Bear,3,Star Suit,Belt,Bazooka,,,,,,,,,,3993,,,
4855,Frog,4,Chestplate,Belt,Covered Helmet,VR,,,,,,,,,5264,,,
4856,Bear,4,Chestplate,Belt,Covered Helmet,Sun Glasses,,,,,,,,,6223,,,
4857,Dog,2,Star Suit,Belt,,,,,,,,,,,8488,1.0,3250.0,231.0
4858,Dog,5,Star Suit,Chestplate,Belt,Sun Glasses,Watch,,,,,,,,4651,,,
4859,Lion,4,Chestplate,Belt,Covered Helmet,Watch,,,,,,,,,6483,,,
4860,Arcane,4,Chestplate,Belt,Covered Helmet,Cardano,,,,,,,,,4837,,,
4861,Arcane,2,Belt,Covered Helmet,,,,,,,,,,,6930,1.0,4399.0,213.0
4862,Tiger,2,Chestplate,Belt,,,,,,,,,,,8281,,,
4863,Cat,1,Chestplate,,,,,,,,,,,,2712,,,
4864,Bear,3,Camo Suit,Belt,VR,,,,,,,,,,6566,2.0,4000.0,234.0
4865,Dog,3,Chestplate,Covered Helmet,Flag,,,,,,,,,,6927,,,
4866,Robot,4,Special Background,Chestplate,Belt,Covered Helmet,,,,,,,,,8216,4.0,5400.0,31.0
4867,Cat,3,Chestplate,Belt,Covered Helmet,,,,,,,,,,9939,,,
4868,Robot,6,Chestplate,Belt,Covered Helmet,Snorkel,Watch,Wool Boots,,,,,,,1779,,,
4869,Robot,3,Chestplate,Belt,Anchor,,,,,,,,,,4644,,,
4870,Alien,4,Star Suit,Chestplate,Belt,Covered Helmet,,,,,,,,,9332,,,
4871,Lion,5,Star Suit,Chestplate,Belt,Covered Helmet,X-Ray,,,,,,,,3902,,,
4872,Ape,4,Chestplate,Belt,X-Ray,Bazooka,,,,,,,,,3109,,,
4873,Robot,3,Camo Suit,Chestplate,Belt,,,,,,,,,,9280,1.0,3775.0,247.0
4874,Alien,5,Belt,Covered Helmet,Watch,Pistol,Axe,,,,,,,,1942,,,
4875,Parrot,5,Star Suit,Belt,Covered Helmet,Flag,Blaster,,,,,,,,945,,,
4876,Bear,3,Chestplate,Belt,Flowers,,,,,,,,,,5456,,,
4877,Ape,4,Belt,Covered Helmet,Sun Glasses,Axe,,,,,,,,,3490,1.0,6560.0,115.0
4878,Dog,4,Chestplate,Covered Helmet,Eye Patch,Flag,,,,,,,,,4326,,,
4879,Dog,3,Chestplate,Belt,Covered Helmet,,,,,,,,,,9866,,,
4880,Ape,2,Belt,Covered Helmet,,,,,,,,,,,8788,3.0,3399.0,137.0
4881,Alien,4,Camo Suit,Chestplate,Belt,Flag,,,,,,,,,5998,1.0,3800.0,164.0
4882,Robot,3,Chestplate,Belt,Covered Helmet,,,,,,,,,,9719,,,
4883,Robot,4,Camo Suit,Chestplate,Belt,Axe,,,,,,,,,5007,1.0,7000.0,46.0
4884,Ape,4,Camo Suit,Chestplate,Belt,Covered Helmet,,,,,,,,,9397,,,
4885,Alien,2,Special Background,Belt,,,,,,,,,,,7368,1.0,1135.0,265.0
4886,Parrot,4,Star Suit,Chestplate,Belt,Harpoon,,,,,,,,,3428,,,
4887,Ape,4,Chestplate,Belt,Watch,Anchor,,,,,,,,,3874,,,
4888,Robot,4,Chestplate,Belt,Covered Helmet,Eye Patch,,,,,,,,,7197,,,
4889,Ape,5,Chestplate,Belt,Covered Helmet,X-Ray,Cardano,,,,,,,,3442,1.0,6850.0,241.0
4890,Arcane,5,Camo Suit,Belt,Covered Helmet,Amulet,Hockey Stick,,,,,,,,2035,1.0,7500.0,113.0
4891,Lion,5,Star Suit,Chestplate,Belt,Blaster,Axe,,,,,,,,794,,,
4892,Arcane,2,Belt,Covered Helmet,,,,,,,,,,,6930,,,
4893,Cat,2,Chestplate,Belt,,,,,,,,,,,9119,2.0,3300.0,259.0
4894,Ape,5,Chestplate,Belt,VR,Flag,Wool Boots,,,,,,,,2955,1.0,3899.0,225.0
4895,Dog,3,Chestplate,Belt,Covered Helmet,,,,,,,,,,9866,2.0,4899.0,204.0
4896,Cat,4,Camo Suit,Chestplate,Belt,Candle,,,,,,,,,3066,,,
4897,Arcane,5,Chestplate,Belt,Wool Boots,Cardano,Axe,,,,,,,,1322,,,
4898,Tiger,6,Star Suit,Chestplate,Belt,X-Ray,Watch,Flowers,,,,,,,989,,,
4899,Tiger,4,Star Suit,Chestplate,Belt,Pistol,,,,,,,,,5451,,,
4900,Ape,3,Chestplate,Belt,Snorkel,,,,,,,,,,7818,1.0,4990.0,203.0
4901,Parrot,3,Star Suit,Belt,Covered Helmet,,,,,,,,,,7357,,,
4902,Tiger,4,Star Suit,Chestplate,Belt,Covered Helmet,,,,,,,,,8683,,,
4903,Bear,4,Chestplate,Belt,Sword,Revolver,,,,,,,,,3886,1.0,14500.0,210.0
4904,Dog,4,Special Background,Chestplate,Belt,Covered Helmet,,,,,,,,,8536,1.0,6200.0,58.0
4905,Robot,4,Star Suit,Chestplate,Belt,Covered Helmet,,,,,,,,,9206,,,
4906,Alien,5,Chestplate,Belt,Ski Goggles,Watch,Anchor,,,,,,,,1872,1.0,5250.0,213.0
4907,Ape,3,Star Suit,Chestplate,Belt,,,,,,,,,,9593,,,
4908,Bear,3,Chestplate,Belt,Eye Patch,,,,,,,,,,6762,,,
4909,Arcane,3,Star Suit,Belt,Pistol,,,,,,,,,,4682,,,
4910,Robot,3,Camo Suit,Chestplate,Belt,,,,,,,,,,9280,,,
4911,Parrot,6,Camo Suit,Chestplate,Belt,Covered Helmet,Watch,Candle,,,,,,,699,,,
4912,Tiger,3,Chestplate,Belt,Wool Boots,,,,,,,,,,8324,,,
4913,Bear,2,Chestplate,Wool Boots,,,,,,,,,,,6703,2.0,4650.0,145.0
4914,Ape,4,Chestplate,Belt,Umbrella,Covered Helmet,,,,,,,,,6298,1.0,928.0,270.0
4915,Arcane,6,Camo Suit,Chestplate,Belt,Covered Helmet,Eye Patch,Amulet,,,,,,,1394,,,
4916,Robot,3,Star Suit,Belt,Binoculars,,,,,,,,,,2559,,,
4917,Frog,3,Chestplate,Belt,Wool Boots,,,,,,,,,,6290,,,
4918,Fish,4,Chestplate,Belt,Jetpack,Blaster,,,,,,,,,298,,,
4919,Dog,3,Chestplate,Belt,Covered Helmet,,,,,,,,,,9866,,,
4920,Dog,4,Special Background,Star Suit,Belt,Arc,,,,,,,,,3293,,,
4921,Frog,5,Camo Suit,Chestplate,Belt,Sword,Watch,,,,,,,,2996,,,
4922,Robot,3,Belt,Covered Helmet,Jo-Jo,,,,,,,,,,4090,,,
4923,Robot,1,Belt,,,,,,,,,,,,2446,,,
4924,Robot,1,Belt,,,,,,,,,,,,2446,,,
4925,Cat,6,Star Suit,Chestplate,Belt,Covered Helmet,Sword,Harpoon,,,,,,,1166,,,
4926,Dog,4,Camo Suit,Chestplate,Belt,Covered Helmet,,,,,,,,,9448,,,
4927,Lion,2,Chestplate,Wool Boots,,,,,,,,,,,5311,,,
4928,Lion,3,Belt,Jetpack,Covered Helmet,,,,,,,,,,4656,,,
4929,Wolf,5,Chestplate,Belt,VR,Wool Boots,Wine,,,,,,,,331,2.0,70.0,191.0
4930,Arcane,2,Belt,Sword,,,,,,,,,,,4564,2.0,12000.0,212.0
4931,Tiger,4,Chestplate,Amulet,Belt,Watch,,,,,,,,,6340,,,
4932,Dog,1,Belt,,,,,,,,,,,,2731,2.0,7500.0,72.0
4933,Robot,5,Chestplate,Belt,Jetpack,Covered Helmet,Harpoon,,,,,,,,2297,1.0,540.0,279.0
4934,Lion,3,Belt,Jetpack,Wine,,,,,,,,,,1558,,,
4935,Alien,4,Camo Suit,Chestplate,Belt,Wool Boots,,,,,,,,,8320,,,
4936,Robot,4,Star Suit,Chestplate,Belt,Covered Helmet,,,,,,,,,9206,,,
4937,Tiger,2,Chestplate,Belt,,,,,,,,,,,8281,,,
4938,Frog,5,Camo Suit,Chestplate,Amulet,Belt,Wool Boots,,,,,,,,3567,,,
4939,Wolf,2,Chestplate,Belt,,,,,,,,,,,510,,,
4940,Ape,3,Chestplate,Belt,Wool Boots,,,,,,,,,,8948,1.0,5100.0,207.0
4941,Tiger,5,Star Suit,Chestplate,Belt,Jetpack,Covered Helmet,,,,,,,,4440,,,
4942,Dog,4,Chestplate,Amulet,Belt,Sword,,,,,,,,,5641,,,
4943,Dog,7,Special Background,Chestplate,Belt,Covered Helmet,Eye Patch,Wool Boots,Bazooka,,,,,,180,,,
4944,Robot,3,Camo Suit,Chestplate,Belt,,,,,,,,,,9280,,,
4945,Robot,4,Chestplate,Belt,Covered Helmet,Cardano,,,,,,,,,6081,,,
4946,Cat,3,Star Suit,Chestplate,Belt,,,,,,,,,,9697,,,
4947,Ape,4,Chestplate,Belt,Jetpack,Covered Helmet,,,,,,,,,6526,,,
4948,Bear,5,Chestplate,Amulet,Belt,Covered Helmet,Sword,,,,,,,,3952,,,
4949,Dog,4,Star Suit,Chestplate,Belt,Harpoon,,,,,,,,,5135,2.0,5850.0,206.0
4950,Cat,4,Camo Suit,Chestplate,Belt,Ski Goggles,,,,,,,,,7207,,,
4951,Dog,4,Chestplate,Covered Helmet,VR,Hockey Stick,,,,,,,,,3678,,,
4952,Dog,2,Belt,Covered Helmet,,,,,,,,,,,8991,,,
4953,Alien,4,Star Suit,Chestplate,Belt,Covered Helmet,,,,,,,,,9332,,,
4954,Parrot,4,Star Suit,Chestplate,Belt,Covered Helmet,,,,,,,,,7162,,,
4955,Dog,3,Belt,Covered Helmet,Candle,,,,,,,,,,3411,,,
4956,Robot,3,Chestplate,Belt,Arc,,,,,,,,,,4453,,,
4957,Frog,2,Chestplate,Belt,,,,,,,,,,,6242,3.0,6900.0,42.0
4958,Lion,2,Chestplate,Wool Boots,,,,,,,,,,,5311,,,
4959,Lion,2,Chestplate,Belt,,,,,,,,,,,6578,1.0,5000.0,249.0
4960,Ape,4,Star Suit,Chestplate,Belt,Covered Helmet,,,,,,,,,9416,,,
4961,Alien,5,Camo Suit,Chestplate,Belt,Eye Patch,Wool Boots,,,,,,,,4571,1.0,7500.0,94.0
4962,Bull,2,Chestplate,Candle,,,,,,,,,,,62,,,
4963,Ape,2,Belt,Covered Helmet,,,,,,,,,,,8788,,,
4964,Cat,4,Star Suit,Belt,Umbrella,Covered Helmet,,,,,,,,,5880,,,
4965,Parrot,5,Camo Suit,Chestplate,Belt,Covered Helmet,VR,,,,,,,,4115,3.0,1500.0,266.0
4966,Lion,3,Chestplate,Watch,Flowers,,,,,,,,,,3600,,,
4967,Tiger,5,Special Background,Chestplate,Belt,Covered Helmet,Snorkel,,,,,,,,4264,,,
4968,Cat,3,Chestplate,Belt,Umbrella,,,,,,,,,,7086,,,
4969,Bear,4,Camo Suit,Belt,Covered Helmet,X-Ray,,,,,,,,,5825,1.0,6250.0,116.0
4970,Ape,3,Camo Suit,Belt,Wool Boots,,,,,,,,,,8452,,,
4971,Frog,5,Camo Suit,Chestplate,Belt,Covered Helmet,Pistol,,,,,,,,3353,,,
4972,Cat,3,Chestplate,Belt,Lamp Fish,,,,,,,,,,3675,1.0,1250.0,269.0
4973,Cat,3,Chestplate,Belt,Covered Helmet,,,,,,,,,,9939,,,
4974,Shark,3,Amulet,Belt,Baguette,,,,,,,,,,613,,,
4975,Dog,4,Camo Suit,Belt,Jetpack,Covered Helmet,,,,,,,,,6017,,,
4976,Ape,4,Camo Suit,Belt,Jetpack,Cardano,,,,,,,,,3491,1.0,7777.0,5.0
